             x      Linear LP     L_Error(%)   Quadratic LP     Q_Error(%)       Cubic LP     C_Error(%) 
           3.54       8.540000       0.000000       8.540000       0.000000       8.540000       0.000000
           3.55       8.550000       0.000003       8.550000       0.000003       8.550002       0.000025
           3.56       8.560000       0.000006       8.560000       0.000006       8.560000       0.000006
           3.57       8.570001       0.000008       8.570001       0.000008       8.570000       0.000003
           3.58       8.580000       0.000000       8.580000       0.000000       8.580000       0.000000
           3.59       8.590000       0.000002       8.590000       0.000002       8.590001       0.000014
           3.60       8.600000       0.000005       8.600000       0.000005       8.599999       0.000006
           3.61       8.610001       0.000008       8.610001       0.000008       8.610001       0.000008
           3.62       8.620000       0.000001       8.620000       0.000001       8.620002       0.000021
           3.63       8.630000       0.000002       8.630000       0.000002       8.630002       0.000024
           3.64       8.640000       0.000005       8.640000       0.000005       8.640000       0.000005
           3.65       8.650001       0.000007       8.650001       0.000007       8.650000       0.000004
           3.66       8.660000       0.000001       8.660001       0.000010       8.660002       0.000021
           3.67       8.670000       0.000002       8.670000       0.000002       8.670001       0.000013
           3.68       8.680000       0.000004       8.680000       0.000004       8.680001       0.000015
           3.69       8.690001       0.000007       8.690001       0.000007       8.690001       0.000007
           3.70       8.700000       0.000001       8.700001       0.000009       8.700002       0.000020
           3.71       8.710000       0.000001       8.710000       0.000001       8.709998       0.000021
           3.72       8.720000       0.000004       8.720000       0.000004       8.720001       0.000015
           3.73       8.730000       0.000006       8.730000       0.000006       8.730001       0.000017
           3.74       8.740000       0.000002       8.740000       0.000002       8.740001       0.000009
           3.75       8.750001       0.000012       8.750001       0.000012       8.750000       0.000001
           3.76       8.760000       0.000003       8.760000       0.000003       8.760000       0.000003
           3.77       8.770000       0.000006       8.770000       0.000005       8.770000       0.000006
           3.78       8.780000       0.000002       8.780001       0.000009       8.780001       0.000009
           3.79       8.790001       0.000011       8.790000       0.000000       8.790002       0.000022
           3.80       8.800000       0.000003       8.800000       0.000003       8.800001       0.000014
           3.81       8.810000       0.000005       8.810000       0.000005       8.809999       0.000005
           3.82       8.820000       0.000003       8.820001       0.000008       8.819999       0.000014
           3.83       8.830001       0.000011       8.830000       0.000000       8.830002       0.000021
           3.84       8.840000       0.000002       8.840000       0.000002       8.839999       0.000008
           3.85       8.850000       0.000005       8.850000       0.000005       8.850000       0.000005
           3.86       8.860000       0.000003       8.860000       0.000003       8.860000       0.000003
           3.87       8.870001       0.000010       8.870000       0.000001       8.870001       0.000010
           3.88       8.880000       0.000002       8.880000       0.000002       8.880001       0.000013
           3.89       8.890000       0.000005       8.890000       0.000005       8.889999       0.000006
           3.90       8.900000       0.000004       8.900001       0.000007       8.900002       0.000029
