             x      Linear LP     L_Error(%)   Quadratic LP     Q_Error(%)       Cubic LP     C_Error(%) 
           3.90      62.008419      25.516903      52.686207       6.646962      48.593006       1.638459
           3.91      62.543793      25.340904      53.223480       6.662530      49.090187       1.620798
           3.92      63.079159      25.155967      53.764557       6.674775      49.592907       1.602236
           3.93      63.614529      24.962307      54.309437       6.683688      50.101204       1.582828
           3.94      64.149895      24.760103      54.858124       6.689266      50.615101       1.562657
           3.95      64.685272      24.549573      55.410618       6.691501      51.134697       1.541658
           3.96      65.220642      24.330866      55.966915       6.690379      51.660007       1.519929
           3.97      65.756004      24.104165      56.527016       6.685894      52.191116       1.497438
           3.98      66.291374      23.869681      57.090927       6.678056      52.728027       1.474302
           3.99      66.826752      23.627590      57.658638       6.666841      53.270817       1.450504
           4.00      67.362122      23.378039      51.012772       6.566842      53.819530       1.426083
           4.01      67.897484      23.121201      51.619667       6.396010      54.374241       1.401032
           4.02      68.432861      22.857286      52.233391       6.225569      54.934952       1.375466
           4.03      68.968231      22.586420      52.853909       6.055711      55.501759       1.349335
           4.04      69.503601      22.308780      53.481228       5.886549      56.074673       1.322741
           4.05      70.038963      22.024516      54.115372       5.718164      56.653782       1.295651
           4.06      70.574341      21.733826      54.756363       5.550637      57.239120       1.268123
           4.07      71.109711      21.436826      55.404102       5.384254      57.830738       1.240194
           4.08      71.645081      21.133684      56.058716       5.218911      58.428661       1.211933
           4.09      72.180443      20.824539      56.720100       5.054891      59.032997       1.183279
           4.10      72.715820      20.509579      57.388313       4.892203      59.643745       1.154348
           4.11      73.251190      20.188911      58.063347       4.730962      60.260960       1.125168
           4.12      73.786560      19.862694      58.745155       4.571340      60.884712       1.095733
           4.13      74.321922      19.531057      59.433815       4.413307      61.515030       1.066114
           4.14      74.857300      19.194177      60.129246       4.257087      62.152012       1.036266
           4.15      75.392670      18.852155      60.831524       4.102644      62.795635       1.006337
           4.16      75.928032      18.505126      61.540627       3.950102      63.446003       0.976275
           4.17      76.463409      18.153259      62.256527       3.799587      64.103142       0.946149
